ArticleEntity,Ship_3,Country_3,Description-3
Q17001282,,Q174193,Q174224
Q17001282,,Q174193,Q1761
Q17001282,,Q174193,Q83813
Q17001282,,Q174193,Q34692
Q17001282,,Q142,Q913793
Q17001282,,Q35,Q1748
Q17001282,,Q15864,Q990130
Q17001282,,Q174193,
Q17001282,,Q174193,Q406556
Q17001282,,Q34,
Q17001282,,Q15864,Q12892
Q17001282,,Q142,Q1644
Q17001282,,Q30,Q2039931
Q17001282,,Q174193,
Q17001282,,Q174193,Q155863
Q17001282,,Q174193,Q14686
Q17001282,,Q15864,Q12892
Q17001282,,Q174193,Q39383
Q17001282,,Q174193,Q550606
Q17001282,,Q174193,Q180209
Q17001282,,Q174193,Q1329355
Q17001282,,Q30,Q5092
Q17001282,,Q174193,Q24879
Q17001282,,Q174193,
Q17001282,,Q174193,Q34266
Q17001282,,Q174193,Q545
Q17001282,,Q174193,
Q17001282,,Q174193,
Q17001282,,Q174193,Q2324662
Q17001282,,Q30,Q49191
Q17001282,Q55621293,Q174193,Q20642643
Q17001282,,Q174193,Q20642643
Q17001282,,Q15864,
Q17001282,,Q30,
Q17001282,,Q174193,Q753784
Q17001282,,Q174193,Q210223
Q17001282,,Q174193,Q60
Q17001282,,Q174193,Q188304
Q17001282,,Q45,Q917313
Q17001282,,Q174193,Q2415
Q17001282,,Q174193,Q133315
Q17001282,Q42896511,Q174193,
Q17001282,,Q174193,
Q17001282,,Q34266,
Q17001282,,Q174193,
Q17001282,,Q174193,
Q17001282,,Q174193,Q8717
Q17001282,,Q174193,
Q17001282,,Q174193,Q190002
Q17001282,,Q174193,Q203349
Q17001282,,Q15864,
Q17001282,,Q15864,
Q17001282,,Q30,Q97
Q17001282,,Q20,Q25389
Q17001282,,Q174193,
Q17001282,,Q174193,Q465816
Q17001282,,Q174193,Q47716
Q17001282,,Q15864,Q23240
Q17001282,,Q30,Q174224
Q17001282,,Q174193,Q36647
Q17001282,,Q174193,
Q17001282,,Q174193,
Q17001282,,Q174193,Q1109500
Q17001282,,Q174193,
Q17001282,,Q174193,Q973740
Q17001282,,Q174193,Q1486
Q17001282,,Q30,Q83813
Q17001282,,Q174193,
Q17001282,,Q174193,Q1011096
Q17001282,,Q20,Q25804
Q17001282,,Q174193,
Q17001282,,Q174193,
Q17001282,,Q174193,Q15088
Q17001282,,Q174193,Q204577
Q17001282,,Q174193,
Q17001282,,Q45,Q35827
Q52457850,,Q34,Q1754
Q52457850,,Q174193,
Q52457850,,Q174193,Q886899
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q393,Q26881
Q52457850,,Q174193,
Q52457850,,,Q919019
Q52457850,,Q164079,
Q52457850,,Q174193,Q12859788
Q52457850,,Q174193,Q213804
Q52457850,,Q174193,
Q52457850,,Q174193,Q666887
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q20,
Q52457850,,Q15864,Q60
Q52457850,,Q45,
Q52457850,,Q174193,Q141903
Q52457850,,Q393,Q27306
Q52457850,,Q110011,
Q52457850,,Q27306,Q848973
Q52457850,,Q34266,Q104036
Q52457850,,Q174193,Q1012502
Q52457850,,Q393,Q54352
Q52457850,,Q174193,Q239276
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q174193,
Q52457850,,Q174193,Q173699
Q52457850,,Q174193,Q210223
Q52457850,,Q174193,
Q52457850,,,
Q52457850,Q7707314,Q7707880,Q204577
Q52457850,,Q174193,Q166
Q52457850,,,Q17103086
Q52457850,,Q174193,
Q52457850,,Q34266,
Q52457850,,Q174193,Q515022
Q52457850,,Q174193,
Q52457850,,Q174193,Q7337062
Q6639026,,Q145,Q602760
Q52457195,,Q174193,
Q52457195,,Q174193,Q24645736
Q52457195,,Q30,Q1410
Q17001539,,Q145,Q241906
Q17001539,,Q145,Q52607
Q17001539,,Q702116,Q5413
Q17001539,,Q20,Q189929
Q17001539,,Q8646,Q171510
Q17001539,Q7393620,Q145,Q41573
Q17001539,Q30599145,Q145,Q4863256
Q17001539,,Q145,Q1967716
Q17001539,Q1267027,Q16,Q7826399
Q17001539,,Q145,Q1755020
Q17001539,,Q145,Q550995
Q17001539,,Q20,Q21162
Q17001539,Q689442,Q142,Q152027
Q17001539,,Q145,
Q17001539,Q12790604,Q16,
Q17001539,,Q145,Q654268
Q17001539,,Q55,
Q17001539,,Q20,Q4574547
Q17001539,,Q34,Q545
Q17001539,Q28966448,Q408,Q1438297
Q17001539,,Q36,Q1361551
Q52457934,,Q174193,Q209065
Q52457934,,Q174193,Q1008152
Q52457934,,Q174193,Q1486
Q52457934,,Q142,
Q52457934,,Q142,
Q6639104,Q211181,Q702116,Q2607934
Q6639104,,Q974,Q683100
Q18160432,,Q174193,Q475604
Q6638980,,Q174193,Q870815
Q6638980,Q689243,Q43287,
Q6638980,Q7393996,Q43287,
Q6638980,,Q188712,Q12859788
Q6638980,,Q20,Q44133
Q6638980,,Q43287,Q545
Q6638980,,Q142,Q211923
Q6638980,,Q29,Q661619
Q6638980,,Q174193,Q10686
Q6638980,,Q174193,Q19711
Q6638980,,Q174193,Q3995788
Q6638980,,Q174193,Q935686
Q6638980,,Q142,Q6454
Q6638980,,Q17,Q733093
Q6638980,Q11679610,Q174193,Q671458
Q6638980,,Q174193,Q943931
Q6638980,,Q43287,Q71266
Q6638980,,Q174193,Q1866414
Q6638980,,Q174193,
Q6639276,,Q11220,Q632727
Q6639276,,Q151701,Q362
Q6639276,,Q276535,
Q6639276,,Q188712,
Q52457520,,Q174193,Q23298
Q52457520,,Q174193,Q515022
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q34,Q28374
Q52457520,,Q174193,Q23240
Q52457520,,Q105048,Q321010
Q52457520,,Q174193,Q16901849
Q52457520,,Q174193,Q478029
Q52457520,,Q174193,Q208209
Q52457520,,Q142,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,Q209055
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,Q724182
Q52457520,,Q174193,
Q52457520,,Q174193,Q174193
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q142,
Q52457520,,Q174193,
Q52457520,,Q174193,
Q52457520,,Q142,Q12549
Q52457520,,Q142,Q12642
Q52457520,,Q142,
Q52457520,,Q174193,Q1009298
Q52457520,,Q174193,Q204577
Q52457520,,Q142,Q2001966
Q52457520,,Q142,
Q52457520,,Q174193,Q3395428
Q52457520,,Q174193,Q675322
Q52457520,,Q174193,Q41735
Q6638945,,Q174193,
Q6638945,,Q174193,
Q6638945,,Q174193,Q188203
Q6638945,,Q31,Q14686
Q6639093,,Q16,
Q52456991,Q16844024,Q174193,Q764506
Q52456991,,Q31,Q43509
Q52456991,,Q174193,Q174193
Q52456991,,Q174193,
Q52456991,,Q174193,Q929286
Q52456991,,Q35,Q1748
Q52456991,,Q174193,Q1544796
Q52456991,,Q27306,
Q52456991,,Q174193,
Q52456991,,Q174193,Q48335
Q52456991,,Q174193,Q1185346
Q52456991,,Q174193,Q17070
Q52456991,,Q174193,Q913793
Q52456991,,Q174193,
Q52456991,,Q30,Q17012
Q52456991,,Q174193,Q1235885
Q52456991,,Q174193,Q216057
Q52456991,,Q174193,
Q52456991,,Q34266,Q207891
Q52456991,,Q174193,Q1059646
Q52456991,,Q1055,Q2443319
Q52456991,,Q174193,
Q52456991,,Q174193,Q640981
Q52456991,,Q174193,
Q52456991,,Q174193,
Q52456991,,Q174193,Q943517
Q52456991,,Q34266,Q1049578
Q17001393,,Q30,Q202539
Q17001393,,Q174193,
Q17001393,,Q29,Q202539
Q17001393,,Q174193,Q202539
Q17001393,,Q174193,Q174193
Q17001393,,Q30,Q202539
Q17001393,,Q174193,Q973740
Q17001393,,Q174193,Q2936541
Q17001393,,Q174193,Q201694
Q17001393,,Q174193,Q973740
Q17001393,,Q29,Q204577
Q17001586,Q756368,Q145,
Q17001586,,Q252,Q194477
Q17001586,,Q884,
Q17001586,Q7869641,Q30,
Q17001586,,Q145,Q180209
Q6639270,,Q20,Q1239
Q6639270,Q16223574,Q55,Q145
Q6639073,,Q1041,Q1250532
Q6639073,,Q833,Q2722907
Q6639073,Q251541,Q41,
Q6639073,,Q218,
Q6639073,Q6719925,Q145,Q9679
Q6639073,,Q804,
Q6639073,,Q804,
Q6639073,Q2296540,Q38,Q51681
Q6639073,,Q1014,Q20
Q52457188,,Q174193,Q1460
Q52457188,,Q174193,Q1486
Q52457188,,Q174193,Q977991
Q52457188,,Q174193,
Q52457188,,Q29,Q8851
Q52457188,,Q174193,Q1377930
Q52457188,,Q174193,Q652035
Q52457107,,Q174193,Q210223
Q52457107,,Q174193,Q190002
Q52457107,,Q174193,
Q52457107,,Q174193,Q129610
Q52457107,,Q34,
Q52457107,,Q174193,Q174193
Q52457107,,Q174193,Q279000
Q52457107,,Q174193,Q23111
Q52457107,,Q174193,Q23360
Q52457107,,Q30,Q973740
Q52457107,,Q174193,
Q52457107,,Q174193,Q204577
Q52457107,,Q174193,Q550995
Q52457123,,Q174193,
Q52457123,,Q142,
Q52457123,,Q174193,
Q52457123,,Q174193,Q202539
Q52457123,,Q30,Q202539
Q52457123,,Q174193,Q202539
Q52457123,,Q30,Q202539
Q52457123,,Q174193,
Q52457123,,Q27306,Q19719
Q52457123,,Q174193,
Q52457123,,Q174193,Q1761
Q52457123,,Q174193,Q34404
Q52457123,,Q174193,
Q52457123,,Q174193,Q4895983
Q52457123,,Q174193,Q886899
Q52457123,,Q174193,
Q52457123,,Q142,Q1410
Q52457123,,Q165154,
Q52457123,,Q131964,
Q52457123,,Q142,
Q52457123,,Q142,
Q52457123,,Q174193,Q1329355
Q52457123,,Q174193,
Q52457123,,Q174193,Q23079
Q52457123,,Q29,
Q52457123,,Q174193,Q133315
Q52457123,,Q174193,Q204577
Q52457123,,Q174193,Q101254
Q6639188,,Q172771,Q4918
Q6639188,,Q174193,
Q6639188,,Q172771,
Q52457474,,Q174193,
Q52457474,,Q34266,Q1851
Q52457474,,Q174193,
Q52457474,,Q174193,Q23082
Q52457474,,Q174193,Q5150322
Q52457474,,Q174193,
Q52457474,,Q34,Q25287
Q52457474,,Q174193,Q202177
Q52457474,,Q29,Q23635
Q52457474,,Q174193,Q1643555
Q52457474,,Q174193,Q2001966
Q52457474,,Q34266,Q1255278
Q52457474,,Q174193,Q10690
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q188304
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q20,
Q52457891,,Q174193,Q202539
Q52457891,,Q174193,Q210223
Q52457891,,Q164079,Q4174
Q52457891,,Q174193,Q7838994
Q52457891,,Q174193,
Q52457891,,Q142,
Q52457891,,Q174193,Q327300
Q52457891,,Q174193,
Q52457891,,Q174193,Q43382
Q52457891,,Q20,Q26525
Q52457891,,Q174193,Q30974
Q52457891,,Q174193,Q204577
Q52457891,,Q174193,
Q52457891,,Q174193,Q202539
Q52457891,,Q174193,Q150106
Q52457891,,Q174193,
Q52457891,,Q164079,Q7441997
Q52457891,,Q174193,Q216057
Q52457891,,Q174193,
Q52457891,,Q174193,Q327300
Q52457891,,,Q1754
Q52457891,,Q174193,Q39439
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q204577
Q52457891,,Q174193,Q2923674
Q52457891,,Q174193,Q930204
Q52457891,,Q174193,Q202539
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q8818
Q52457891,,Q55,Q870815
Q52457891,,Q174193,Q248452
Q52457891,,Q174193,Q1616632
Q52457891,,Q20,Q6516036
Q52457891,,Q174193,
Q52457891,,Q174193,Q2324662
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q779813
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q1693
Q52457891,,Q174193,
Q52457891,,Q174193,Q174193
Q52457891,,Q174193,Q23090
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q747189
Q52457891,,Q174193,Q2879616
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q215752
Q52457891,,Q174193,Q382586
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,
Q52457891,,Q174193,Q174193
Q52457891,,Q174193,Q1000656
Q52457891,,Q174193,
Q52457891,,Q174193,Q382586
Q52457891,,Q174193,
Q52457891,,Q174193,Q5150334
Q52457891,,Q174193,
Q52457891,,Q34266,
Q52457891,,Q174193,Q170263
Q52457891,,Q174193,Q2556821
Q52457891,,Q174193,
Q52457891,,Q174193,Q36405
Q52457891,,Q174193,
Q52457891,,Q174193,Q279000
Q52457891,,Q174193,Q382586
Q52457891,,Q174193,
Q52457891,,Q174193,Q672545
Q52457891,,Q174193,
Q52457891,,Q174193,Q1011096
Q52457891,,Q174193,
Q52457891,,Q174193,Q1616632
Q52457891,,Q174193,
Q52457891,,Q45,Q159457
Q52457891,,Q174193,
Q52457891,,Q174193,Q731669
Q52457891,,Q55,
Q52457891,,Q174193,Q1991483
Q52457891,,Q174193,
Q52457891,,Q30,Q1486
Q52457891,,Q174193,Q23298
Q52457891,,Q393,
Q52457891,,Q174193,Q204577
Q52457891,,Q174193,
Q52457891,,Q174193,Q1010412
Q52457891,,Q174193,
Q52457891,,Q174193,Q247062
Q52457891,,Q55,
Q52457891,,Q174193,Q34266
Q52457891,,Q174193,
Q52457891,,Q34266,Q1027830
Q52457891,,Q298,
Q52457891,,Q30,Q60
Q52457891,,Q174193,Q870815
Q52457891,,Q30,Q597
Q6638958,,Q174193,Q5600312
Q6638958,,Q174193,
Q6638958,,Q174193,Q943931
Q6638958,,Q174193,
Q6638958,,Q174193,Q427792
Q6638958,,Q174193,Q171866
Q6638958,,Q174193,Q416901
Q6638958,,Q174193,Q1012481
Q6638958,,Q174193,Q1018540
Q6638958,,Q174193,Q19686
Q6638958,,Q174193,Q990616
Q6638958,,Q174193,
Q6638958,,Q174193,Q7846661
Q6638958,,Q174193,Q921326
Q6638958,,Q174193,Q1818988
Q6638958,,Q142,
Q6638958,,Q174193,Q1581130
Q6638958,,Q142,
Q6638958,,Q174193,Q1581130
Q6638958,,Q174193,Q1581130
Q6638958,,Q174193,
Q6638958,,Q174193,
Q6638958,,Q142,Q180209
Q6638958,,Q174193,
Q6638958,,Q174193,Q7231793
Q6638958,,Q20,
Q6638958,,Q30,
Q6638958,,Q174193,Q188304
Q6638958,,Q174193,
Q6638958,,Q30,Q847127
Q6638958,,,Q1025776
Q6638958,,,Q100
Q6638958,,Q43287,Q9679
Q6638958,,Q174193,Q207736
Q6638958,,Q174193,
Q6638958,,Q174193,Q812895
Q6638958,,Q174193,Q550995
Q6638958,,Q174193,Q1746393
Q6638958,,Q174193,Q602760
Q6638958,,Q174193,Q1644152
Q6638958,,Q174193,Q1479
Q6638958,,Q43287,
Q6638958,,,
Q6638958,,Q174193,Q921326
Q6638958,,Q174193,
Q6638958,,Q174193,Q47134
Q6638958,,Q174193,
Q6638958,,,Q269710
Q6638958,,,Q812895
Q6638958,,Q145,Q123709
Q6638958,,,Q2569221
Q6638958,,Q145,
Q6638958,,Q145,
Q6638958,,Q145,
Q6638958,,Q145,
Q6638958,,Q38,
Q6638958,,Q174193,
Q6638958,,Q142,
Q6638958,,,
Q6638958,,Q174193,Q7592509
Q6638958,,Q174193,
Q6638958,,Q174193,Q191141
Q6638958,,Q174193,Q180209
Q6638958,,Q174193,Q4171798
Q6638958,,Q174193,
Q6638958,,Q174193,Q2687102
Q6638958,,Q142,Q237253
Q6638958,,Q174193,Q1238161
Q6638958,,,Q9679
Q6638958,,Q174193,Q155863
Q6638958,,Q174193,Q1345282
Q6638958,,Q174193,
Q6638958,,,Q180209
Q6638958,,Q174193,
Q6638958,,,
Q6638958,,Q174193,Q501768
Q6638958,,Q174193,
Q6638958,,Q174193,Q852778
Q6638991,,Q31,Q20
Q6638991,,Q209065,Q170513
Q6638991,,Q188712,
Q6638991,,Q209065,Q156882
Q6638991,,Q145,Q1801706
Q6638991,,Q174193,Q458041
Q6639123,,Q145,Q127892
Q6639123,,Q145,Q4076809
Q6639123,,Q172579,Q144825
Q6639123,,Q41,Q204096
Q6639123,,Q811,Q806424
Q6639123,,Q188712,
Q6639123,Q1139765,Q145,Q3395428
Q6639123,,Q188712,
Q6639123,,Q739,Q62823
Q6639123,,Q676404,Q10859
Q6639123,,Q30,Q2078026
Q6639123,,Q7318,
Q6639123,,Q55,Q1410
Q6639123,,Q33,Q497154
Q6639123,,Q55,Q23109
Q6639123,,Q145,Q3448074
Q6639006,,Q38,Q98
Q6639006,,Q30,Q273014
Q6639006,,Q717,Q995695
Q6639006,,Q29,Q2046345
Q6639006,,Q174193,Q5468
Q6639006,,Q174193,Q177608
Q6639006,,Q20,Q213361
Q6639006,,Q16,Q1223
Q6639006,,Q188712,Q52051
Q6639006,,Q30,Q216057
Q6639006,,Q30,Q218272
Q6639006,,Q142,
Q6639006,,Q41304,Q34
Q6639006,,Q174193,Q97
Q6639006,,Q188712,Q556632
Q6639006,,Q174193,Q1062
Q6639006,,Q142,Q5413
Q6639006,,Q174193,
Q6639006,,Q20,
Q6639006,,Q172579,Q98
Q6639006,,Q30,Q34404
Q6639006,,Q174193,Q36433
Q6639006,,Q209065,Q192483
Q6639006,,Q174193,Q44242
Q6639006,,Q30,Q98
Q6639006,,Q174193,
Q6639006,,Q174193,Q97
Q6639006,,Q29,Q194522
Q6639006,,Q45,Q271894
Q6639006,,Q209065,Q372090
Q6639006,,Q34,Q727
Q6639006,,Q35,
Q6639006,,Q419,
Q6639006,,Q188712,
Q6639006,,Q174193,Q1747725
Q6639006,,Q29,Q8818
Q6639006,,Q174193,Q238672
Q6639006,,Q33,Q204577
Q6639006,,Q142,Q97
Q6639006,,Q174193,Q372090
Q6639006,,Q174193,Q1693
Q6639006,,Q45,Q597
Q6639006,,Q30,Q16568
Q6639006,,Q172579,Q189929
Q6639006,,Q174193,
Q6639006,,Q20,Q26793
Q6639006,,Q31,Q1477819
Q6639006,,Q142,Q10084
Q6639006,,Q33,
Q6639006,,Q142,Q34370
Q6639006,,Q174193,Q52650
Q6639006,,Q174193,Q38610
Q6639006,,Q174193,Q1007083
Q6639006,,,Q3709831
Q6639006,,Q29,Q8818
Q6639006,,Q174193,Q202177
Q6639006,,Q20,Q1130009
Q6639006,,Q174193,Q204577
Q6639006,,Q142,Q35958
Q6639006,,Q174193,Q641
Q6639006,,Q20,Q57919
Q6639006,,Q174193,Q380699
Q6639006,,Q34,Q1644230
Q6639006,,Q174193,Q1757
Q6639006,,Q188712,
Q6639006,,Q29,
Q6639006,,Q174193,Q727
Q6639006,,Q34,Q279579
Q6639006,,Q41304,Q322986
Q6639006,,Q31,Q97
Q6639006,,Q174193,Q185678
Q6639006,,Q29,
Q6639006,,Q30,Q509682
Q6639006,,Q30,Q7230599
Q6639006,,Q142,Q189418
Q6639006,,Q209065,Q12560
Q6639006,,Q20,Q1567614
Q6639006,,Q174193,Q38610
Q6639006,,Q29,Q8692
Q6639006,,Q30,Q174193
Q6639006,,Q174193,Q49149
Q6639006,,Q419,Q1674034
Q6639006,,Q30,Q12630
Q6639006,,Q209065,Q821015
Q6639006,,Q174193,Q210493
Q6639006,,Q174193,Q41735
Q6639006,Q42896724,Q55,
Q6639006,,Q174193,Q5465
Q6639006,Q7394565,Q174193,Q1018597
Q6639006,,Q174193,Q712
Q6639006,,Q188712,Q35581
Q6639006,,Q188712,
Q6639006,,Q209065,Q34575
Q6639006,,Q209065,Q4918
Q6639006,,Q188712,Q858061
Q6639006,,Q188712,Q1410
Q6639006,,Q174193,Q2145
Q6639006,,Q29,Q97
Q6639006,,Q29,Q8692
Q6639006,,Q209065,Q25263
Q52457832,,Q174193,Q515022
Q52457832,,Q174193,Q97
Q52457832,,Q174193,Q173332
Q52457832,,Q174193,
Q52457832,,Q174193,Q420303
Q52457832,,Q174193,Q7416108
Q52457832,,Q174193,Q7576447
Q52457832,,Q174193,
Q52457832,,Q174193,Q806551
Q52457832,,Q20,
Q52457832,,Q174193,Q54809
Q52457832,,Q174193,Q3395428
Q52457832,,Q393,
Q52457832,,Q35,Q174193
Q52457832,,Q174193,Q1770
Q52457832,,Q174193,Q2879573
Q52457832,,Q174193,
Q52457832,,Q174193,
Q6638990,Q48782944,Q174193,Q3641914
Q6638990,,Q414,
Q6638990,,Q30,
Q6638990,,Q142,Q292600
Q6638990,,Q30,Q180209
Q6638990,,Q174193,Q5137012
Q52456894,,Q30,Q812091
Q52456894,,Q174193,
Q52456894,,Q174193,
Q52456894,,Q142,Q48359
Q52456894,,Q174193,Q217406
Q52456894,,Q174193,
Q52456894,,Q174193,Q1187087
Q52456894,,,Q34266
Q52457479,,Q174193,
Q52457479,,Q174193,Q202539
Q52457479,,Q174193,Q84
Q52457479,,Q174193,
Q52457479,,Q30,Q755936
Q52457479,,Q174193,Q204577
Q52457479,,Q174193,Q204577
Q52457479,,Q174193,Q12560
Q6639023,,Q145,Q246309
Q6639023,,Q298,Q217262
Q6639023,,Q188712,Q48320
Q6639023,,Q33,Q204577
Q6639023,,Q41,
Q6639023,,Q35,Q191
Q6639023,,Q41,Q1471621
Q6639023,,Q172579,Q1748
Q6639023,,Q7318,Q25082
Q6639023,,Q145,Q165845
Q6639023,,Q41,Q1471621
Q6639023,,Q145,
Q6639023,,Q145,
Q6639023,,Q20,Q406556
Q6639023,,Q145,Q13810
Q6639023,,Q34,Q204577
Q6639023,,Q20,Q980129
Q6639023,,Q55,
Q6639023,,Q145,Q212088
Q6639023,,Q804,Q15265261
Q6639023,,Q34,Q951302
Q6639023,,Q145,Q2879607
Q6639023,,,Q7318
Q6639023,,Q30,Q3110
Q6639023,,Q43,Q187895
Q6639023,,Q43,Q743314
Q6639023,,Q20,Q5552966
Q6639023,,,Q652539
Q6639023,,Q790,Q986301
Q6639023,,Q29,
Q6639023,,Q145,Q11883244
Q6639023,,Q35,
Q6639023,,Q35,Q944300
Q6639023,,Q145,Q188203
Q6639023,,Q35,
Q6639023,,Q29,
Q6639023,,Q30,Q1023559
Q6639023,,Q30,
Q6639023,,Q30,
Q6639023,,Q30,
Q6639023,,Q34,
Q6639023,,Q145,Q805405
Q6639023,,Q20,Q994719
Q6639023,,Q34,Q182168
Q6639023,,Q41,
Q6639023,,Q20,Q643081
Q6639023,,Q41,
Q6639023,,Q145,Q992768
Q6639023,,Q145,
Q6639023,,Q191,Q1132553
Q6639023,,Q41,Q1137741
Q6639023,,Q145,Q654216
Q6639023,,Q145,
Q6639023,,Q145,Q11645357
Q6639023,,Q760,
Q6639023,,Q145,Q806551
Q6639023,,Q145,Q97
Q6639023,,Q20,
Q6639023,,Q298,Q3612
Q6639023,,Q188712,
Q6639023,,Q41,Q192483
Q6639023,,Q43,
Q6639023,,Q20,
Q6639023,,Q20,Q766
Q6639023,,Q33,
Q6639023,,Q20,
Q6639023,Q1145880,Q145,Q133123
Q6639023,,Q414,
Q6639023,,Q41,Q41
Q6639023,,Q20,Q3393501
Q6639023,,Q15180,Q166
Q6639023,,Q145,Q142306
Q6639023,,Q29,
Q6639023,,Q7318,Q4863140
Q6639023,,Q188712,Q11751
Q6639023,,Q145,Q26262
Q6639023,,Q30,Q1967716
Q6639023,,Q145,Q35654
Q6639023,,Q145,
Q6639023,,Q145,Q1023251
Q6639023,,Q13426199,Q1226419
Q6639023,,Q188712,Q7792
Q6639023,,Q188712,Q188712
Q6639023,,Q34,Q239276
Q6639023,,Q41,Q188527
Q6639023,,Q20,Q210682
Q6639023,Q1145880,Q145,Q2360948
Q52456909,,Q174193,Q180209
Q52456909,,Q174193,Q1761
Q52456909,,Q174193,Q111509
Q52456909,,Q174193,
Q52456909,,Q217230,Q202539
Q52456909,,Q174193,
Q6639128,,Q35,
Q6639128,,Q145,
Q6639128,Q7394461,Q36,
Q6639128,,Q1129369,Q2811
Q6639069,,Q41,Q19686
Q6639069,,Q38,Q2634
Q6639069,,Q34,Q41573
Q6639069,,Q41,Q129296
Q6639069,Q1062366,Q16,Q340
Q6639069,,,
Q6639069,,Q30,
Q6639069,,Q713750,Q618045
Q6639069,,Q217406,Q71724
Q6639069,,Q35,Q1693
Q6639069,Q7393999,Q41,Q1212567
Q6639069,,Q30,Q12630
Q52457948,,Q30,Q1184074
Q52457948,,Q142,
Q52457948,,Q174193,Q642024
Q52457948,,Q174193,Q216939
Q52457948,,Q174193,
Q52457948,,Q142,Q131716
Q52457948,,Q174193,Q97
Q52457948,,Q30,Q97
Q17007503,,Q174193,
Q17007503,,Q174193,Q941967
Q17007503,,Q174193,
Q17007503,,Q174193,
Q17007503,,Q174193,
Q17007503,,Q30,
Q17007503,,Q174193,Q41735
Q17001195,,Q174193,Q190002
Q17001195,,Q174193,Q3633061
Q17001195,,Q174193,Q202539
Q17001195,,Q174193,Q1952
Q17001195,,Q174193,Q202539
Q17001195,,Q142,Q292657
Q17001195,Q28136954,Q174193,Q168159
Q17001195,,Q174193,Q4092
Q17001195,,Q174193,Q111509
Q17001195,,Q30,
Q17001195,,Q174193,Q201694
Q17001195,,Q174193,Q18221
Q17001195,,Q174193,Q15224534
Q17001195,,Q174193,Q1761
Q17001195,,Q174193,Q1426232
Q17001195,,Q174193,Q3395428
Q17001195,,Q174193,Q210223
Q17001195,,Q174193,Q1854554
Q17001195,,Q174193,Q147524
Q17001195,,Q174193,Q986007
Q17001195,,Q174193,Q545
Q17001195,,Q174193,
Q17001195,,Q174193,Q4918
Q17001195,,Q174193,
Q17001195,,Q174193,Q1255278
Q17001195,,Q174193,Q14686
Q17001195,,Q142,Q14294
Q17001195,,Q174193,Q14773
Q17001195,,Q30,Q5077
Q17001195,,Q35,Q1765455
Q17001195,,Q174193,
Q17001195,,Q174193,Q5282662
Q17001195,,Q174193,Q15144243
Q17001195,,Q174193,
Q17001195,,Q174193,
Q17001195,,Q188553,
Q17001195,,Q174193,
Q17001195,,Q174193,
Q17001195,,Q29,Q216057
Q17001195,,Q174193,
Q17001195,,Q30,
Q17001195,,Q174193,
Q17001195,,Q174193,Q515022
Q17001195,,Q174193,
Q17001195,,Q174193,Q188203
Q17001195,,Q29,
Q17001195,,Q27306,Q12526
Q17001195,,Q174193,Q204577
Q17001195,,Q35,Q81997
Q17001195,,Q174193,
Q17001195,,Q174193,Q210223
Q17001195,,Q174193,Q210223
Q17001195,,Q1209,Q1055
Q17001195,,Q174193,Q1693
Q17001195,,Q174193,
Q17001195,,Q188553,Q727
Q17001195,,Q30,Q47716
Q17001195,,Q174193,Q641
Q17001195,,Q174193,Q60475
Q17001195,,Q174193,Q9966
Q17001195,,Q174193,
Q17001195,,Q174193,
Q17001195,,Q174193,
Q17001195,,Q174193,Q9966
Q17001195,,Q174193,Q930204
Q17001195,,Q174193,
Q17001195,,Q29,Q8818
Q17001195,,Q34266,
Q17001195,,Q174193,Q1007083
Q17001195,,Q142,
Q17001195,,Q174193,Q485329
Q17001195,,Q30,Q60
Q17001195,,Q174193,
Q17001195,,Q1055,Q208764
Q17001195,,Q174193,Q210223
Q17001195,,Q174193,Q207851
Q17001195,,Q188553,
Q17001195,,Q174193,Q316390
Q17001195,,Q30,
Q17001195,,Q174193,
Q17001195,Q3024245,Q217406,Q4092
Q17001195,,Q174193,Q1579619
Q17001195,,Q174193,Q169523
Q17001195,,Q30,Q49201
Q17001195,,Q174193,Q83813
Q17001195,,Q174193,
Q17001195,,Q30,
